Country,Managed_By,Fulfill_Via,Vendor_INCO_Term,Shipment_Mode,PQ_First_Sent_to_Client_Date,PO_Sent_to_Vendor_Date,Scheduled_Delivery_Date,Delivered_to_Client_Date,Delivery_Recorded_Date,Product_Group,Sub_Classification,Vendor,Brand,Dosage_Form,Unit_of_Measure_(Per_Pack),Line_Item_Quantity,Line_Item_Value,Pack_Price,Unit_Price,First_Line_Designation,Line_Item_Insurance_(USD),Freight_Cost_USD_Clean,Weight_Kilograms_Clean
Vietnam,PMO - US,Direct Drop,EXW,Air,,2008-03-31,2008-06-01,2008-06-01,2008-06-01,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,30,6720,77145.6,11.48,0.38,Yes,123.43,3796.05,522.0
Vietnam,PMO - US,Direct Drop,CIP,Air,,2008-05-13,2008-10-03,2008-10-03,2008-10-03,ARV,Pediatric,Others,Others,Tablet,60,400,2800.0,7.0,0.12,Yes,4.48,3013.09,81.0
Vietnam,PMO - US,Direct Drop,EXW,Air,,2008-05-13,2008-08-19,2008-08-19,2008-08-19,ARV,Adult,Others,Generic,Capsule,60,10780,15631.0,1.45,0.02,Yes,25.01,7575.6,502.0
Haiti,PMO - US,Direct Drop,EXW,Air,,2008-05-23,2008-10-27,2008-10-27,2008-10-27,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,1123,78610.0,70.0,0.7,Yes,154.08,2851.72,257.0
Others,PMO - US,Direct Drop,EXW,Air,,2008-06-12,2008-08-16,2008-08-16,2008-08-16,HRDT,HIV,"Trinity Biotech, Plc",Others,Test kit,100,340,47260.0,139.0,1.39,Yes,75.62,5446.06,234.0
Others,PMO - US,Direct Drop,CIP,Air,,2008-06-13,2008-07-23,2008-07-22,2008-07-22,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60,47879,569281.31,11.89,0.2,Yes,910.85,30408.04,5311.0
Others,PMO - US,Direct Drop,CIP,Air,,2008-06-13,2008-07-23,2008-07-23,2008-07-23,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60,61021,725539.69,11.89,0.2,Yes,1160.86,38120.96,6768.0
Vietnam,PMO - US,Direct Drop,EXW,Air,,2008-07-01,2008-09-19,2008-09-19,2008-09-19,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60,4300,37023.0,8.61,0.14,No,59.24,18614.72,2719.0
Vietnam,PMO - US,Direct Drop,EXW,Air,,2008-07-03,2008-10-03,2008-10-03,2008-10-03,ARV,Adult,Aurobindo Pharma Limited,Generic,Capsule,60,18030,26143.5,1.45,0.02,Yes,41.83,5822.44,1114.0
Zambia,PMO - US,Direct Drop,EXW,Air,,2008-08-21,2008-09-22,2008-09-22,2008-09-22,HRDT,HIV,"Orgenics, Ltd",Generic,Test kit,100,3000,30.0,0.01,0.0,Yes,0.05,7303.52,889.0
Others,PMO - US,Direct Drop,EXW,Air,,2008-08-21,2008-10-29,2008-10-29,2008-10-29,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,213,15333.87,71.99,0.72,Yes,30.05,1047.39,49.0
Nigeria,PMO - US,Direct Drop,EXW,Air,,2008-07-18,2008-10-15,2008-10-15,2008-10-15,HRDT,HIV,"Orgenics, Ltd",Generic,Test kit,100,6502,65.02,0.01,0.0,Yes,0.1,24870.05,1927.0
Nigeria,PMO - US,Direct Drop,EXW,Air,,2008-08-21,2008-09-12,2008-09-12,2008-09-12,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,6875,549931.25,79.99,0.8,Yes,879.89,19992.75,1566.0
Vietnam,PMO - US,Direct Drop,FCA,Air,,2008-07-24,2008-12-02,2008-12-02,2008-12-02,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Others,Tablet,120,434,35674.8,82.2,0.68,Yes,69.92,2709.98,113.0
Vietnam,PMO - US,Direct Drop,EXW,Air,,2008-07-24,2008-11-24,2008-11-24,2008-11-24,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60,1100,12540.0,11.4,0.19,Yes,24.58,2568.6,159.0
Vietnam,PMO - US,Direct Drop,EXW,Air,,2008-07-24,2008-11-25,2008-11-25,2008-11-25,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,30,8400,85596.0,10.19,0.34,Yes,167.77,3247.73,613.0
Vietnam,PMO - US,Direct Drop,EXW,Air,,2008-07-24,2008-12-03,2008-12-03,2008-12-03,ARV,Adult,Others,Generic,Tablet,60,3648,26448.0,7.25,0.12,Yes,51.84,2335.19,323.0
Others,PMO - US,Direct Drop,EXW,Air,,2008-07-28,2008-12-15,2008-12-15,2008-12-15,MRDT,Malaria,Others,Others,Test kit,25,108,4050.0,37.5,1.5,Yes,7.94,648.27,34.0
Others,PMO - US,Direct Drop,EXW,Air,,2008-07-30,2008-11-03,2008-10-13,2008-10-13,HRDT,HIV,Others,Others,Test kit,20,5958,160866.0,27.0,1.35,Yes,257.39,11066.17,2147.0
Others,PMO - US,Direct Drop,EXW,Air,,2008-07-30,2008-11-03,2008-11-03,2008-11-03,HRDT,HIV,Others,Others,Test kit,20,3982,107514.0,27.0,1.35,Yes,210.73,7303.25,1445.0
Others,PMO - US,Direct Drop,EXW,Air,,2008-08-22,2008-10-07,2008-10-07,2008-10-07,HRDT,HIV,Others,Others,Test kit,1,6998,160954.0,23.0,23.0,Yes,257.53,44347.71,5057.0
Others,PMO - US,Direct Drop,EXW,Air,,2008-10-27,2009-01-26,2009-01-20,2009-01-20,HRDT,HIV,Others,Others,Test kit,1,3470,79810.0,23.0,23.0,Yes,156.43,19882.25,2509.0
Others,PMO - US,Direct Drop,EXW,Air,,2008-10-27,2008-12-03,2008-12-03,2008-12-03,HRDT,HIV,Others,Others,Test kit,1,3510,80730.0,23.0,23.0,Yes,158.23,22433.91,2535.0
Vietnam,PMO - US,Direct Drop,EXW,Air,,2008-11-03,2008-11-27,2008-11-27,2008-11-27,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60,6000,17400.0,2.9,0.05,Yes,34.1,2653.27,581.0
Nigeria,PMO - US,Direct Drop,EXW,Air,,2008-11-20,2009-04-08,2009-04-08,2009-04-08,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,5751,460080.0,80.0,0.8,Yes,901.76,22451.67,1723.0
Others,PMO - US,Direct Drop,EXW,Air,,2008-11-20,2009-01-27,2009-01-27,2009-01-27,HRDT,HIV,Others,Others,Test kit,25,3,225.0,75.0,3.0,Yes,0.44,963.34,3.0
Others,PMO - US,Direct Drop,EXW,Air,,2008-12-23,2009-02-25,2009-01-27,2009-01-27,HRDT,HIV,Others,Others,Test kit,20,100,2700.0,27.0,1.35,Yes,5.29,692.38,28.0
Others,PMO - US,Direct Drop,EXW,Air,,2009-01-13,2009-03-02,2009-03-02,2009-03-02,HRDT,HIV,"Trinity Biotech, Plc",Uni-Gold,Test kit,20,68,2176.0,32.0,1.6,Yes,4.26,1003.52,22.0
Vietnam,PMO - US,Direct Drop,EXW,Air,,2009-01-16,2009-04-07,2009-04-07,2009-04-07,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60,9000,21600.0,2.4,0.04,Yes,42.34,9809.7,2228.0
Vietnam,PMO - US,Direct Drop,EXW,Air,,2009-01-16,2009-04-10,2009-04-10,2009-04-10,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60,700,7805.0,11.15,0.19,No,15.3,12835.2,3509.0
Nigeria,PMO - US,Direct Drop,CIP,Air,,2009-02-03,2009-04-08,2009-04-08,2009-04-08,ARV,Adult,Others,Others,Tablet,30,25000,1260000.0,50.4,1.68,Yes,2469.6,7933.38,2067.0
Haiti,PMO - US,Direct Drop,EXW,Air,,2009-02-03,2009-03-16,2009-03-16,2009-03-16,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,1680,117600.0,70.0,0.7,Yes,230.5,3241.06,382.0
Haiti,PMO - US,Direct Drop,EXW,Air,,2009-03-06,2009-04-02,2009-04-02,2009-04-02,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Capsule,100,2100,10500.0,5.0,0.05,Yes,20.58,1903.54,187.0
Mozambique,PMO - US,Direct Drop,EXW,Air,,2009-03-11,2009-05-26,2009-05-26,2009-05-26,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,9000,648000.0,72.0,0.72,Yes,1270.08,25052.69,2655.0
Uganda,PMO - US,Direct Drop,CIP,Air,,2009-03-19,2009-05-04,2009-05-04,2009-05-04,ARV,Adult,Others,Others,Capsule,30,60,1100.4,18.34,0.61,Yes,2.16,428.91,3000.0
Others,PMO - US,Direct Drop,CIP,Air,,2008-10-21,2009-04-20,2009-04-20,2009-04-20,ARV,Adult,Others,Generic,Tablet,60,7840,71344.0,9.1,0.15,Yes,139.83,853.88,719.0
Others,PMO - US,Direct Drop,EXW,Air,,2009-03-31,2009-06-05,2009-06-05,2009-06-05,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,425,38250.0,90.0,0.9,Yes,74.97,1859.79,130.0
Others,PMO - US,Direct Drop,EXW,Air,,2009-03-30,2009-07-01,2009-07-01,2009-07-01,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,276,24840.0,90.0,0.9,Yes,48.69,1205.7,87.0
Nigeria,PMO - US,Direct Drop,FCA,Air,,2009-04-01,2009-05-20,2009-05-20,2009-05-20,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Others,Tablet,120,73,3000.3,41.1,0.34,Yes,5.88,1332.43,69.0
Others,PMO - US,Direct Drop,EXW,Air,,2009-04-04,2009-06-18,2009-06-18,2009-06-18,HRDT,HIV,"Trinity Biotech, Plc",Uni-Gold,Test kit,20,5,160.0,32.0,1.6,Yes,0.31,12561.4,2.0
Others,PMO - US,Direct Drop,EXW,Air,,2009-04-04,2009-06-18,2009-06-18,2009-06-18,HRDT,HIV,"Trinity Biotech, Plc",Uni-Gold,Test kit,20,4995,159840.0,32.0,1.6,Yes,313.29,275.0,4995.0
Nigeria,PMO - US,Direct Drop,FCA,Air,,2009-04-07,2009-07-14,2009-07-14,2009-07-14,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Others,Tablet,120,2040,83844.0,41.1,0.34,Yes,164.33,3777.93,309.0
Others,PMO - US,Direct Drop,CIP,Air,,2009-04-15,2009-07-20,2009-07-20,2009-07-20,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,60,26932,317528.28,11.79,0.2,Yes,622.36,30661.5,3393.0
Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,,2009-04-15,2009-06-10,2009-07-15,2009-07-15,HRDT,HIV,Others,Others,Test kit,40,1000,110000.0,110.0,2.75,Yes,215.6,8114.11,1073.0
Others,PMO - US,Direct Drop,EXW,Air,,2009-04-27,2009-06-15,2009-06-15,2009-06-15,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,800,56000.0,70.0,0.7,Yes,109.76,2008.54,195.0
Vietnam,PMO - US,Direct Drop,EXW,Air,,2009-04-29,2009-06-08,2009-06-08,2009-06-08,ARV,Adult,Aurobindo Pharma Limited,Generic,Capsule,30,150,1950.0,13.0,0.43,Yes,3.82,4111.71,30.0
Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,,2009-04-29,2009-06-09,2009-06-09,2009-06-09,HRDT,HIV,Others,Others,Test kit,40,140,15400.0,110.0,2.75,Yes,30.18,4318.21,158.0
Others,PMO - US,Direct Drop,EXW,Air,,2009-05-08,2009-08-18,2009-08-18,2009-08-18,ARV,Pediatric,Others,Generic,Tablet,60,2000,3800.0,1.9,0.03,Yes,7.45,1484.75,251.0
Zambia,PMO - US,Direct Drop,EXW,Air,,2009-06-06,2009-11-11,2009-10-29,2009-10-29,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,2000,144000.0,72.0,0.72,Yes,310.46,5962.58,590.0
Others,PMO - US,Direct Drop,CIP,Air,,2009-07-15,2009-08-07,2009-08-07,2009-08-07,ARV,Adult,Others,Others,Tablet,120,2733,224625.27,82.19,0.68,Yes,440.27,314.0,589.0
Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,,,2006-09-06,2006-09-06,2006-09-06,HRDT,HIV,Others,Others,Test kit,40,100,7535.0,75.35,1.88,Yes,47.04,1845.74,107.0
Haiti,PMO - US,Direct Drop,EXW,Air,,,2006-10-09,2006-10-09,2006-10-09,HRDT,HIV,"Trinity Biotech, Plc",Others,Test kit,100,45,7875.0,175.0,1.75,Yes,47.04,854.34,29.0
Vietnam,PMO - US,Direct Drop,EXW,Air,,,2006-09-01,2006-09-01,2006-09-01,ARV,Adult,Others,Others,Tablet,30,1000,17000.0,17.0,0.57,Yes,47.04,7682.69,61.0
Vietnam,PMO - US,Direct Drop,EXW,Air,,,2006-08-11,2006-08-11,2006-08-11,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60,35000,152250.0,4.35,0.07,No,47.04,45450.08,7590.0
Vietnam,PMO - US,Direct Drop,EXW,Air,,,2006-08-11,2006-08-11,2006-08-11,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60,20000,338000.0,16.9,0.28,No,47.04,45450.08,7590.0
Nigeria,PMO - US,Direct Drop,EXW,Air,,,2006-09-28,2006-09-28,2006-09-28,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Oral,240,416,1809.6,4.35,0.02,No,47.04,5920.42,504.0
Nigeria,PMO - US,Direct Drop,EXW,Air,,,2006-09-28,2006-09-28,2006-09-28,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60,486,2041.2,4.2,0.07,No,47.04,5920.42,504.0
Zambia,PMO - US,Direct Drop,EXW,Air,,,2007-01-29,2007-01-29,2007-01-29,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Oral,240,906,19071.3,21.05,0.09,Yes,47.04,3850.8,316.0
Zambia,PMO - US,Direct Drop,EXW,Air,,,2006-11-13,2006-11-13,2006-11-13,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60,38780,432009.2,11.14,0.19,Yes,47.04,14364.29,3217.0
Nigeria,PMO - US,Direct Drop,EXW,Air,,,2006-12-07,2006-12-07,2006-12-07,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60,4632,16906.8,3.65,0.06,No,47.04,4861.14,479.0
Nigeria,PMO - US,Direct Drop,EXW,Air,,,2006-12-07,2006-12-07,2006-12-07,ARV,Adult,Aurobindo Pharma Limited,Generic,Capsule,60,166,356.9,2.15,0.04,No,47.04,4861.14,479.0
Zambia,PMO - US,Direct Drop,EXW,Air,,,2006-12-20,2006-12-20,2006-12-20,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,30,60784,1018132.0,16.75,0.56,Yes,47.04,49824.57,11179.0
Vietnam,PMO - US,Direct Drop,EXW,Air,,2006-11-14,2007-03-14,2007-03-14,2007-03-14,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Oral,240,1000,5050.0,5.05,0.02,Yes,47.04,25124.12,3822.0
Vietnam,PMO - US,Direct Drop,EXW,Air,,2006-11-15,2007-03-14,2007-03-14,2007-03-14,ARV,Pediatric,Others,Generic,Oral,240,1000,2440.0,2.44,0.01,No,47.04,18772.94,2575.0
Haiti,PMO - US,Direct Drop,EXW,Air,,,2007-02-07,2007-02-07,2007-02-07,HRDT,HIV,Others,Others,Test kit,100,25,10000.0,400.0,4.0,Yes,47.04,1498.02,60.0
Vietnam,PMO - US,Direct Drop,EXW,Air,,2007-02-07,2007-07-09,2007-07-09,2007-07-09,ARV,Adult,Others,Generic,Tablet,60,25000,187500.0,7.5,0.12,Yes,300.0,21150.56,2336.0
Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,,2007-05-01,2007-06-28,2007-06-28,2007-06-28,HRDT,HIV,Others,Others,Test kit,100,50,20000.0,400.0,4.0,Yes,47.04,3004.62,120.0
Nigeria,PMO - US,Direct Drop,EXW,Air,,2007-06-08,2007-07-10,2007-07-10,2007-07-10,HRDT,HIV,Others,Others,Test kit,20,10000,270000.0,27.0,1.35,Yes,432.0,28118.58,3045.0
Nigeria,PMO - US,Direct Drop,EXW,Air,,2007-06-08,2007-07-10,2007-08-03,2007-08-03,HRDT,HIV,Others,Others,Test kit,20,11500,310500.0,27.0,1.35,Yes,496.8,43664.71,3276.0
Nigeria,PMO - US,Direct Drop,EXW,Air,,2007-06-21,2007-07-04,2007-07-04,2007-07-04,HRDT,HIV,Others,Others,Test kit,20,8000,216000.0,27.0,1.35,Yes,345.6,22838.29,2603.0
Vietnam,PMO - US,Direct Drop,EXW,Air,,2007-07-03,2007-10-02,2007-10-02,2007-10-02,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,30,22500,277425.0,12.33,0.41,Yes,443.88,18045.24,2895.0
Vietnam,PMO - US,Direct Drop,EXW,Air,,2007-07-03,2007-10-02,2007-10-02,2007-10-02,ARV,Pediatric,Aurobindo Pharma Limited,Generic,Oral,240,500,950.0,1.9,0.01,No,1.52,13762.41,960.0
Vietnam,PMO - US,Direct Drop,CIP,Air,,2007-07-03,2007-11-08,2007-11-08,2007-11-08,ARV,Pediatric,Others,Others,Tablet,60,800,5600.0,7.0,0.12,Yes,8.96,2514.05,161.0
Vietnam,PMO - US,Direct Drop,FCA,Air,,2007-07-20,2007-09-10,2007-09-10,2007-09-10,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Others,Oral,300,200,16440.0,82.2,0.27,Yes,26.3,2326.1,340.0
Tanzania,PMO - US,Direct Drop,EXW,Air,,,2007-12-19,2007-12-19,2007-12-19,HRDT,HIV,Others,Others,Test kit,25,10000,200000.0,20.0,0.8,Yes,320.0,27791.62,3336.0
Tanzania,PMO - US,Direct Drop,EXW,Air,,2007-08-15,2008-01-22,2008-01-22,2008-01-22,HRDT,HIV,Others,Others,Test kit,25,5000,100000.0,20.0,0.8,Yes,160.0,14505.37,1456.0
Others,PMO - US,Direct Drop,EXW,Air,,2007-10-03,2007-11-20,2007-12-24,2007-12-24,ARV,Adult,Aurobindo Pharma Limited,Generic,Capsule,60,35065,54350.75,1.55,0.03,Yes,86.96,6755.81,2318.0
Others,PMO - US,Direct Drop,EXW,Air,,2007-08-28,2007-12-03,2007-12-03,2007-12-03,HRDT,HIV,"Trinity Biotech, Plc",Uni-Gold,Test kit,20,2220,71040.0,32.0,1.6,Yes,113.66,6524.19,732.0
Others,PMO - US,Direct Drop,EXW,Air,,2007-11-16,2008-01-10,2008-01-10,2008-01-10,HRDT,HIV,"Trinity Biotech, Plc",Uni-Gold,Test kit,20,4500,144000.0,32.0,1.6,Yes,230.4,38425.29,2300.0
Vietnam,PMO - US,Direct Drop,EXW,Air,,2007-12-05,2008-01-22,2008-01-22,2008-01-22,ARV,Adult,Aurobindo Pharma Limited,Generic,Capsule,60,400,600.0,1.5,0.02,Yes,0.96,2426.05,83.0
Nigeria,PMO - US,Direct Drop,EXW,Air,,2008-01-29,2008-09-19,2008-09-19,2008-09-19,HRDT,HIV,Others,Others,Test kit,20,9048,244296.0,27.0,1.35,Yes,390.87,20635.3,2985.0
Nigeria,PMO - US,Direct Drop,EXW,Air,,2008-01-29,2008-03-12,2008-03-10,2008-03-10,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,3000,239970.0,79.99,0.8,Yes,383.95,12770.05,861.0
Nigeria,PMO - US,Direct Drop,EXW,Air,,2008-01-29,2008-03-12,2008-03-12,2008-03-12,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,3199,255888.01,79.99,0.8,Yes,409.42,8213.59,550.0
Zambia,PMO - US,Direct Drop,EXW,Air,,2008-02-25,2008-04-22,2008-05-05,2008-05-05,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,2000,143980.0,71.99,0.72,Yes,230.37,4113.16,455.0
Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,,2008-02-28,2008-04-08,2008-04-08,2008-04-08,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,70,5039.3,71.99,0.72,Yes,8.06,515.48,16.0
Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,,2008-02-28,2008-04-25,2008-04-25,2008-04-25,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,1116,78120.0,70.0,0.7,Yes,124.99,5303.05,255.0
Uganda,PMO - US,Direct Drop,EXW,Air,,2008-03-11,2008-05-22,2008-05-22,2008-05-22,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,850,61191.5,71.99,0.72,Yes,97.91,2642.45,194.0
Vietnam,PMO - US,Direct Drop,EXW,Air,,2008-03-31,2008-07-07,2008-07-07,2008-07-07,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60,520,13000.0,25.0,0.42,Yes,20.8,5260.46,137.0
Vietnam,PMO - US,Direct Drop,EXW,Air,,2008-03-31,2008-06-17,2008-06-17,2008-06-17,ARV,Adult,Others,Generic,Capsule,60,2576,3889.76,1.51,0.03,Yes,6.22,2789.74,121.0
Vietnam,PMO - US,Direct Drop,EXW,Air,,2008-03-31,2008-06-20,2008-06-20,2008-06-20,ARV,Adult,Others,Generic,Capsule,60,2464,3720.64,1.51,0.03,Yes,5.95,2879.96,114.0
Others,PMO - US,Direct Drop,EXW,Air,,2008-04-28,2008-07-31,2008-07-31,2008-07-31,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,100,7199.0,71.99,0.72,Yes,11.52,641.04,25.0
Others,PMO - US,Direct Drop,EXW,Air,,2008-04-28,2009-01-20,2008-09-03,2008-09-03,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,100,7199.0,71.99,0.72,Yes,11.52,1038.39,25.0
Haiti,PMO - US,Direct Drop,EXW,Air,,2008-05-23,2008-11-17,2008-11-17,2008-11-17,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,1123,78610.0,70.0,0.7,Yes,154.08,2873.56,257.0
Zambia,PMO - US,Direct Drop,EXW,Air,,2008-06-20,2008-09-26,2008-09-26,2008-09-26,HRDT,HIV,"Trinity Biotech, Plc",Uni-Gold,Test kit,20,9000,288000.0,32.0,1.6,Yes,460.8,34902.96,3000.0
Vietnam,PMO - US,Direct Drop,EXW,Air,,2008-07-01,2008-09-20,2008-09-20,2008-09-20,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,30,2016,24917.76,12.36,0.41,Yes,39.87,5921.97,120.0
Nigeria,PMO - US,Direct Drop,EXW,Air,,2008-07-18,2008-11-07,2008-10-21,2008-10-21,HRDT,HIV,Others,Others,Test kit,20,12315,332505.0,27.0,1.35,Yes,532.01,29954.15,3508.0
Uganda,PMO - US,Direct Drop,CIP,Air,,2008-07-18,2008-09-09,2008-09-09,2008-09-09,ARV,Adult,Others,Others,Capsule,30,50,1183.5,23.67,0.79,Yes,1.89,330.0,2.0
Vietnam,PMO - US,Direct Drop,EXW,Air,,2008-07-24,2008-11-29,2008-11-29,2008-11-29,ARV,Adult,Others,Generic,Tablet,60,1440,10440.0,7.25,0.12,Yes,20.46,2147.61,128.0
Zambia,PMO - US,Direct Drop,EXW,Air,,2008-07-31,2008-10-20,2008-10-20,2008-10-20,HRDT,HIV,"Orgenics, Ltd",Generic,Test kit,100,4500,45.0,0.01,0.0,No,0.09,11062.05,1053.0
Others,PMO - US,Direct Drop,EXW,Air,,2008-08-22,2008-11-17,2008-11-17,2008-11-17,HRDT,HIV,Others,Others,Test kit,1,6998,160954.0,23.0,23.0,Yes,315.47,46117.09,4913.0
Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,,2008-09-03,2009-01-23,2009-01-23,2009-01-23,ACT,ACT,Others,Generic,Tablet,12,50000,19500.0,0.39,0.03,No,38.22,12830.91,1708.0
Mozambique,PMO - US,Direct Drop,FCA,Air,,2008-08-29,2009-02-17,2009-02-17,2009-02-17,HRDT,HIV,Others,Determine,Test kit,100,1000,80000.0,80.0,0.8,Yes,156.8,3499.18,337.0
Mozambique,PMO - US,Direct Drop,EXW,Air,,2008-08-29,2008-10-03,2008-10-03,2008-10-03,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,1000,71990.0,71.99,0.72,Yes,115.18,2648.82,296.0
Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,,2008-09-18,2008-12-12,2008-12-12,2008-12-12,HRDT,HIV,Others,Others,Test kit,40,862,65512.0,76.0,1.9,Yes,128.4,25080.52,963.0
Nigeria,PMO - US,Direct Drop,CIP,Air,,2008-09-17,2008-10-10,2008-10-10,2008-10-10,ARV,Adult,Others,Others,Tablet,30,5900,297360.0,50.4,1.68,Yes,475.78,1727.2,493.0
Zambia,PMO - US,Direct Drop,EXW,Air,,2008-10-02,2009-03-18,2009-03-18,2009-03-18,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,5500,395945.0,71.99,0.72,Yes,776.05,12646.15,1624.0
Vietnam,PMO - US,Direct Drop,EXW,Air,,2008-10-21,2009-02-23,2009-02-23,2009-02-23,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60,6156,14774.4,2.4,0.04,Yes,28.96,3854.23,1044.0
Others,PMO - US,Direct Drop,EXW,Air,,2008-10-14,2009-01-22,2009-01-22,2009-01-22,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,150,10800.0,72.0,0.72,Yes,21.17,2946.64,46.0
Uganda,PMO - US,Direct Drop,CIP,Air,,2008-10-17,2008-12-09,2008-12-09,2008-12-09,ARV,Adult,Others,Others,Capsule,30,50,917.0,18.34,0.61,Yes,1.8,378.0,2.0
Others,PMO - US,Direct Drop,EXW,Air,,2008-10-27,2009-01-26,2009-01-20,2009-01-20,HRDT,HIV,Others,Others,Test kit,1,3510,80730.0,23.0,23.0,Yes,158.23,20083.74,2535.0
Tanzania,PMO - US,Direct Drop,EXW,Air,,2008-11-14,2009-01-19,2009-01-19,2009-01-19,HRDT,HIV,"Trinity Biotech, Plc",Uni-Gold,Test kit,20,839,26848.0,32.0,1.6,Yes,52.62,3261.37,284.0
Nigeria,PMO - US,Direct Drop,EXW,Air,,2008-11-20,2009-02-05,2009-02-05,2009-02-05,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,5259,420720.0,80.0,0.8,Yes,824.61,22775.45,1584.0
Others,PMO - US,Direct Drop,EXW,Air,,2008-11-20,2009-01-27,2009-01-27,2009-01-27,HRDT,HIV,Others,Determine,Test kit,100,7,490.0,70.0,0.7,No,0.96,963.34,3.0
Others,PMO - US,Direct Drop,EXW,Air,,2008-12-10,2009-03-17,2009-03-13,2009-03-13,HRDT,HIV,"Trinity Biotech, Plc",Uni-Gold,Test kit,20,1062,33984.0,32.0,1.6,Yes,66.61,4457.29,355.0
Others,PMO - US,Direct Drop,EXW,Air,,2008-12-11,2009-03-17,2009-03-17,2009-03-17,HRDT,HIV,"Orgenics, Ltd",Determine,Test kit,100,213,15336.0,72.0,0.72,Yes,30.06,1083.36,64.0
Vietnam,PMO - US,Direct Drop,EXW,Air,,2009-01-16,2009-04-11,2009-04-11,2009-04-11,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Generic,Tablet,60,336,2520.0,7.5,0.12,Yes,4.94,2525.73,18.0
Vietnam,PMO - US,Direct Drop,EXW,Air,,2009-01-16,2009-04-07,2009-04-07,2009-04-07,ARV,Adult,Aurobindo Pharma Limited,Generic,Tablet,60,300,3345.0,11.15,0.19,No,6.56,9809.7,2228.0
